GSVIVT01000001001								
GSVIVT01000002001	PF00999	PTHR10110	KOG1965			AT3G05030.1	ATNHX2,NHX2	sodium hydrogen exchanger 2
GSVIVT01029751001	PF01170	PTHR13370	KOG2671			AT3G26410.1		methyltransferases;nucleic acid binding
GSVIVT01029753001	PF05116,PF08472	PTHR12526				AT2G35840.2		Sucrose-6F-phosphate phosphohydrolase family protein
GSVIVT01029754001	PF01988		KOG4473			AT3G43660.1		Vacuolar iron transporter (VIT) family protein
GSVIVT01029755001	PF01988		KOG4473			AT3G43660.1		Vacuolar iron transporter (VIT) family protein
GSVIVT01029757001								
GSVIVT01029758001	PF00400	PTHR10971	KOG0647		K14298	AT1G80670.1		Transducin/WD40 repeat-like superfamily protein
GSVIVT01029760001	PF00646,PF01344,PF07646	PTHR23230				AT1G22040.1		Galactose oxidase/kelch repeat superfamily protein
GSVIVT01029761001	PF00155	PTHR11751	KOG0257	2.6.1.83	K10206	AT2G13810.1	ALD1	AGD2-like defense response protein 1
GSVIVT01029765001	PF00403	PTHR22814	KOG1603			AT2G28660.1		Chloroplast-targeted copper chaperone protein
GSVIVT01029766001	PF00916,PF01740	PTHR11814	KOG0236			AT1G22150.1	SULTR1;3	sulfate transporter 1;3
GSVIVT01029767001		PTHR23258				AT2G26730.1		Leucine-rich repeat protein kinase family protein
GSVIVT01029768001						AT1G73177.1	BNS	bonsai
GSVIVT01029769001	PF01535	PTHR10483	KOG1840			AT2G15630.1		Pentatricopeptide repeat (PPR) superfamily protein
GSVIVT01029771001	PF00141			1.11.1.7	K00430	AT5G39580.1		Peroxidase superfamily protein
GSVIVT01029772001								
GSVIVT01029773001	PF00141					AT5G64120.1		Peroxidase superfamily protein
GSVIVT01029774001	PF00141					AT5G64120.1		Peroxidase superfamily protein
GSVIVT01029775001	PF00141					AT5G64120.1		Peroxidase superfamily protein
GSVIVT01029776001	PF00141					AT5G64120.1		Peroxidase superfamily protein
GSVIVT01029778001	PF00141					AT2G41480.1		Peroxidase superfamily protein
GSVIVT01029780001								
GSVIVT01029784001						AT2G41480.1		Peroxidase superfamily protein
GSVIVT01029786001	PF09790		KOG4688			AT5G64090.1		
GSVIVT01029788001	PF07977			4.2.1.-	K02372	AT2G22230.1		Thioesterase superfamily protein
GSVIVT01029789001	PF00504	PTHR21649			K08917	AT1G15820.1	CP24,LHCB6	light harvesting complex photosystem II subunit 6
GSVIVT01029790001						AT3G04650.1		FAD/NAD(P)-binding oxidoreductase family protein
GSVIVT01029794001		PTHR12320	KOG1379			AT4G33500.1		Protein phosphatase 2C family protein
GSVIVT01029796001	PF00234					AT5G64080.1		Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
GSVIVT01029797001	PF08263,PF00560,PF00069,PF07714	PTHR23258	KOG1187			AT4G33430.1	ATBAK1,ATSERK3,BAK1,ELG,RKS10,SERK3	BRI1-associated receptor kinase
GSVIVT01029798001	PF08263,PF00560,PF08693,PF00069,PF07714	PTHR23258	KOG1187	2.7.10.1,2.7.11.1	K13416	AT4G33430.1	ATBAK1,ATSERK3,BAK1,ELG,RKS10,SERK3	BRI1-associated receptor kinase
GSVIVT01029800001	PF00609	PTHR11255				AT2G20900.4	ATDGK5,DGK5	diacylglycerol kinase 5
GSVIVT01029801001	PF01915					AT5G64570.1	ATBXL4,XYL4	beta-D-xylosidase 4
GSVIVT01029802001	PF00933					AT5G64570.1	ATBXL4,XYL4	beta-D-xylosidase 4
GSVIVT01029808001		PTHR12658				AT3G60740.1	CHO,EMB133,TFC D,TTN1	ARM repeat superfamily protein
GSVIVT01029813001	PF00168	PTHR10774				AT5G04220.2	ATSYTC,NTMC2T1.3,NTMC2TYPE1.3,SYT3,SYTC	Calcium-dependent lipid-binding (CaLB domain) family protein
GSVIVT01029815001						AT3G60740.1	CHO,EMB133,TFC D,TTN1	ARM repeat superfamily protein
GSVIVT01029816001	PF08263,PF00560,PF08693,PF00069,PF07714	PTHR23258	KOG0580			AT4G33430.1	ATBAK1,ATSERK3,BAK1,ELG,RKS10,SERK3	BRI1-associated receptor kinase
GSVIVT01029817001								
GSVIVT01029819001		PTHR11255				AT4G28130.1	ATDGK6,DGK6	diacylglycerol kinase 6
GSVIVT01029821001		PTHR11778				AT1G11870.2	ATSRS,OVA7,SRS	Seryl-tRNA synthetase
GSVIVT01029822001	PF00293	PTHR22769				AT3G10620.1	ATNUDX26,NUDX26	nudix hydrolase homolog 26
GSVIVT01029823001	PF00400	PTHR22847	KOG0315			AT5G24710.1		Transducin/WD40 repeat-like superfamily protein
GSVIVT01029824001	PF03514					AT3G54220.1	SCR,SGR1	GRAS family transcription factor
GSVIVT01029826001	PF00763,PF02882	PTHR10025	KOG0089			AT2G38660.1		Amino acid dehydrogenase family protein
GSVIVT01029827001	PF01501			2.4.1.43	K13648	AT2G38650.1	GAUT7,LGT7	galacturonosyltransferase 7
GSVIVT01029829001	PF08263,PF00560,PF00069,PF07714	PTHR23258	KOG1187			AT1G79620.1		Leucine-rich repeat protein kinase family protein
GSVIVT01029830001		PTHR23324:SF9				AT5G01010.2		
GSVIVT01029831001	PF01467	PTHR10739	KOG2803	2.7.7.14	K00967	AT2G38670.1	PECT1	phosphorylethanolamine cytidylyltransferase 1
GSVIVT01029832001	PF04525					AT1G80120.1		Protein of unknown function (DUF567)
GSVIVT01029833001						AT5G01015.1		
GSVIVT01029835001	PF00069,PF07714	PTHR23258	KOG1187			AT5G01020.1		Protein kinase superfamily protein
GSVIVT01029836001	PF03998	PTHR12838	KOG3237			AT3G60360.1	EDA14,UTP11	embryo sac development arrest 14
GSVIVT01029837001								
GSVIVT01029838001	PF04525					AT2G38640.1		Protein of unknown function (DUF567)
GSVIVT01029840001	PF00224	PTHR11817				AT5G63680.1		Pyruvate kinase family protein
GSVIVT01029842001	PF06415,PF01676		KOG4513	5.4.2.1	K01834	AT3G08590.2		Phosphoglycerate mutase, 2,3-bisphosphoglycerate-independent
GSVIVT01029843001	PF00069	PTHR11295	KOG0594	2.7.11.22	K07760	AT2G38620.2	CDKB1;2	cyclin-dependent kinase B1;2
GSVIVT01029844001	PF00149	PTHR11668	KOG0374			AT2G39840.1	TOPP4	type one serine/threonine protein phosphatase 4
GSVIVT01029846001						AT3G54190.1		Transducin/WD40 repeat-like superfamily protein
GSVIVT01029847001						AT3G23590.1	MED33A,RFR1	REF4-related 1
GSVIVT01029848001	PF07320,PF03168	PTHR20883				AT3G54200.1		Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family
GSVIVT01029849001	PF07320,PF03168					AT3G05975.1		Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family
GSVIVT01029850001						AT2G28330.1		
GSVIVT01029851001						AT3G02460.1		Ypt/Rab-GAP domain of gyp1p superfamily protein
GSVIVT01029852001	PF00036	PTHR10891	KOG0027		K13448	AT4G20780.1	CML42	calmodulin like 42
GSVIVT01029853001	PF03547		KOG2722			AT5G01990.1		Auxin efflux carrier family protein
GSVIVT01029854001		PTHR22763				AT5G01980.1		RING/U-box superfamily protein
GSVIVT01029855001	PF00439	PTHR22881				AT1G20670.1		DNA-binding bromodomain-containing protein
GSVIVT01029857001								
GSVIVT01029859001								
GSVIVT01029860001						AT5G01970.1		
GSVIVT01029861001	PF00097	PTHR15860	KOG4638			AT5G01960.1		RING/U-box superfamily protein
GSVIVT01029862001								
GSVIVT01029863001	PF00575,PF07717	PTHR18934	KOG0922			AT3G26560.1		ATP-dependent RNA helicase, putative
GSVIVT01029864001								
GSVIVT01029865001		PTHR11208	KOG1588			AT2G38610.1		RNA-binding KH domain-containing protein
GSVIVT01029866001		PTHR11588				AT5G11880.1		Pyridoxal-dependent decarboxylase family protein
GSVIVT01029868001		PTHR11065	KOG2474			AT3G08650.2		ZIP metal ion transporter family
GSVIVT01029870001	PF08263,PF00560,PF00069,PF07714	PTHR23258	KOG1187			AT5G01950.1		Leucine-rich repeat protein kinase family protein
GSVIVT01029873001	PF00583	PTHR23091	KOG2488			AT1G32070.3	ATNSI,NSI	nuclear shuttle interacting
GSVIVT01029874001								
GSVIVT01029875001	PF03040					ATCG00530.1		CemA-like proton extrusion protein-related
GSVIVT01029877001								
GSVIVT01029878001	PF03000					AT3G08570.1		Phototropic-responsive NPH3 family protein
GSVIVT01029879001	PF01991	PTHR11583	KOG1664			AT4G11150.1	emb2448,TUF,TUFF,VHA-E1	vacuolar ATP synthase subunit E1
GSVIVT01029880001	PF03767					AT2G38600.1		HAD superfamily, subfamily IIIB acid phosphatase 
GSVIVT01029882001						AT3G08670.1		
GSVIVT01029884001								
GSVIVT01029885001	PF01535	PTHR10483				AT3G23330.1		Tetratricopeptide repeat (TPR)-like superfamily protein
GSVIVT01029888001						AT5G60990.1		DEA(D/H)-box RNA helicase family protein
GSVIVT01029892001	PF05383	PTHR22792				AT5G21160.3		LA RNA-binding protein
GSVIVT01029893001	PF01230,PF11969	PTHR23089	KOG3275			AT3G56490.1	HINT1,HIT3	HIS triad family protein 3
GSVIVT01029894001						AT5G04190.1	PKS4	phytochrome kinase substrate 4
GSVIVT01029895001	PF00650	PTHR10174				AT1G22180.2		Sec14p-like phosphatidylinositol transfer family protein
GSVIVT01029896001						AT5G17910.1		
GSVIVT01029897001						AT2G27110.1	FRS3	FAR1-related sequence 3
GSVIVT01029899001	PF04818	PTHR12460	KOG2669			AT5G65180.1		ENTH/VHS family protein
GSVIVT01029901001	PF01554	PTHR11206	KOG1347			AT1G33110.1		MATE efflux family protein
GSVIVT01029902001	PF04727	PTHR12771				AT3G03610.1		ELMO/CED-12 family protein
GSVIVT01029904001	PF00249	PTHR10641	KOG0048		K09422	AT1G08810.1	AtMYB60,MYB60	myb domain protein 60
GSVIVT01029905001	PF01025	PTHR21237			K03687	AT5G17710.2	EMB1241	Co-chaperone GrpE family protein
GSVIVT01029906001	PF00291	PTHR10314	KOG1252	2.5.1.47	K01738	AT3G03630.1	CS26	cysteine synthase 26
GSVIVT01029908001	PF01080	PTHR10202	KOG2736	3.4.23.-	K04505	AT1G08700.1	PS1	Presenilin-1
GSVIVT01029909001								
GSVIVT01029911001		PTHR11206				AT1G33110.1		MATE efflux family protein
GSVIVT01029912001	PF01554	PTHR11206	KOG1347			AT1G33110.1		MATE efflux family protein
GSVIVT01029913001	PF01554	PTHR11206	KOG1347			AT1G33110.1		MATE efflux family protein
GSVIVT01029915001	PF01412,PF00643	PTHR23180				AT1G08680.2	AGD14,ZIGA4	ARF GAP-like zinc finger-containing protein ZIGA4
GSVIVT01029918001						AT1G08710.1		F-box family protein
GSVIVT01029919001		PTHR11206				AT3G03620.1		MATE efflux family protein
GSVIVT01029920001	PF01554	PTHR11206	KOG1347			AT3G03620.1		MATE efflux family protein
GSVIVT01029921001						ATCG01130.1		Ycf1 protein
GSVIVT01029922001	PF01554	PTHR11206	KOG1347			AT3G03620.1		MATE efflux family protein
GSVIVT01029923001	PF00037	PTHR10849		1.6.5.3	K05580	ATCG01090.1		NADPH dehydrogenases
GSVIVT01029925001		PTHR11993				ATCG01110.1		NAD(P)H dehydrogenase subunit H
GSVIVT01029926001	PF01554	PTHR11206	KOG1347			AT3G03620.1		MATE efflux family protein
GSVIVT01029927001	PF01554	PTHR11206	KOG1347			AT5G17700.1		MATE efflux family protein
GSVIVT01029930001		PTHR12341				AT1G75660.1	AtXRN3,XRN3	5\'-3\' exoribonuclease 3
GSVIVT01029931001	PF01554	PTHR11206	KOG1347			AT3G03620.1		MATE efflux family protein
GSVIVT01029933001		PTHR10887	KOG1806			AT2G38770.1	EMB2765	P-loop containing nucleoside triphosphate hydrolases superfamily protein
GSVIVT01029934001	PF01554	PTHR11206	KOG1347			AT3G03620.1		MATE efflux family protein
GSVIVT01029936001	PF03016	PTHR11062	KOG1021			AT3G45400.1		exostosin family protein
GSVIVT01029937001	PF00970,PF00175	PTHR19370	KOG0534	1.6.2.2	K00326	AT5G17770.1	ATCBR,CBR,CBR1	NADH:cytochrome B5 reductase 1
GSVIVT01029938001	PF00561	PTHR10992	KOG1454			AT5G17780.2		alpha/beta-Hydrolases superfamily protein
GSVIVT01029939001	PF00641	PTHR23238	KOG4198			AT5G17790.1	VAR3	zinc finger (Ran-binding) family protein
GSVIVT01029940001	PF11571	PTHR13130				AT3G09180.1		
GSVIVT01029941001	PF00249	PTHR10641	KOG0048			AT1G69560.1	ATMYB105,LOF2,MYB105	myb domain protein 105
GSVIVT01029942001	PF00046					AT3G03660.2	WOX11	WUSCHEL related homeobox 11
GSVIVT01029943001	PF02701					AT5G39660.2	CDF2	cycling DOF factor 2
GSVIVT01029945001								
GSVIVT01029946001	PF08271,PF00382,PF07741	PTHR11618	KOG1598			AT3G09360.1		Cyclin/Brf1-like TBP-binding protein
GSVIVT01029947001		PTHR21567				AT4G15830.1		ARM repeat superfamily protein
GSVIVT01029948001	PF02163					AT5G35220.1	EGY1	Peptidase M50 family protein
GSVIVT01029949001	PF02854,PF02847	PTHR18034				AT5G17930.1		MIF4G domain-containing protein / MA3 domain-containing protein
GSVIVT01029950001	PF00560	PTHR23258	KOG1187			AT3G03770.2		Leucine-rich repeat protein kinase family protein
GSVIVT01029951001	PF07847	PTHR22966	KOG4281			AT5G15120.1		Protein of unknown function (DUF1637)
GSVIVT01029952001	PF05008,PF12352	PTHR21230	KOG3251		K08496	AT2G36900.1	ATMEMB11,MEMB11	membrin 11
GSVIVT01029953001	PF01612,PF00570	PTHR12124	KOG2206	3.1.13.-	K12591	AT5G35910.1		Polynucleotidyl transferase, ribonuclease H fold protein with HRDC domain
GSVIVT01029954001	PF04842					AT2G21720.1		Plant protein of unknown function (DUF639)
GSVIVT01029956001								
GSVIVT01029957001	PF00240	PTHR10621	KOG0001			AT4G05230.1		Ubiquitin-like superfamily protein
GSVIVT01029958001	PF01138,PF03725,PF03726,PF00013,PF00575	PTHR11252	KOG1067	2.7.7.8	K00962	AT3G03710.1	PNP,RIF10	polyribonucleotide nucleotidyltransferase, putative
GSVIVT01029959001	PF03735					AT5G13020.1		Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein
GSVIVT01029961001	PF01699	PTHR12266	KOG2399		K13754	AT3G14070.1	ATCCX3,CAX9,CCX3	cation exchanger 9
GSVIVT01029962001						AT5G17840.1		DnaJ/Hsp40 cysteine-rich domain superfamily protein
GSVIVT01029963001	PF04515	PTHR12385	KOG1362			AT3G04440.1		Plasma-membrane choline transporter family protein
GSVIVT01029965001	PF02485	PTHR19297				AT3G03690.1	UNE7	Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein
GSVIVT01029967001	PF00168,PF08372	PTHR10024				AT3G03680.1		C2 calcium/lipid-binding plant phosphoribosyltransferase family protein
GSVIVT01029969001	PF00035	PTHR11207				AT3G62800.2	DRB4	double-stranded-RNA-binding protein 4
GSVIVT01029971001	PF08267,PF01717		KOG2263			AT5G17920.2	ATCIMS,ATMETS,ATMS1	Cobalamin-independent synthase family protein
GSVIVT01029973001	PF00023	PTHR18958	KOG4412		K10380	AT5G13530.2	KEG	protein kinases;ubiquitin-protein ligases
GSVIVT01029974001								
GSVIVT01029976001	PF02214,PF00805	PTHR14499	KOG1665			AT5G55000.2	FIP2	potassium channel tetramerisation domain-containing protein / pentapeptide repeat-containing protein
GSVIVT01029978001	PF00330	PTHR11670	KOG0454	4.2.1.33,4.2.1.35	K01703	AT4G13430.1	ATLEUC1,IIL1	isopropyl malate isomerase large subunit 1
GSVIVT01029979001	PF03195					AT3G03760.1	LBD20	LOB domain-containing protein 20
GSVIVT01029980001	PF00856	PTHR22884				AT3G03750.2	SDG20,SUVR3	SET domain protein 20
GSVIVT01029981001	PF00917,PF00651	PTHR23230	KOG1987			AT3G03740.1	ATBPM4,BPM4	BTB-POZ and MATH domain 4
GSVIVT01029982001	PF01477					AT2G22170.1		Lipase/lipooxygenase, PLAT/LH2 family protein
GSVIVT01029984001	PF04172					AT1G32080.1		membrane protein, putative
GSVIVT01029985001	PF00324	PTHR11785	KOG1286			AT1G58030.1	CAT2	cationic amino acid transporter 2
GSVIVT01029987001	PF00324	PTHR11785	KOG1286			AT1G58030.1	CAT2	cationic amino acid transporter 2
GSVIVT01029989001	PF00781,PF00609	PTHR11255				AT2G20900.2	ATDGK5,DGK5	diacylglycerol kinase 5
GSVIVT01029990001	PF11264					AT2G20890.1	PSB29,THF1	photosystem II reaction center PSB29 protein
GSVIVT01029992001								
GSVIVT01029993001								
GSVIVT01029994001	PF12609					AT4G10265.1		Wound-responsive family protein
GSVIVT01029995001								
GSVIVT01029996001								
GSVIVT01029998001	PF12609					AT4G10265.1		Wound-responsive family protein
GSVIVT01030001001	PF12609					AT4G10265.1		Wound-responsive family protein
GSVIVT01030002001	PF00635	PTHR10809	KOG0439			AT4G21450.1		PapD-like superfamily protein
GSVIVT01030005001	PF05131	PTHR23323	KOG2034			AT1G12470.1		zinc ion binding
GSVIVT01030006001						AT4G28230.1		
GSVIVT01030007001	PF07992,PF00070,PF00036	PTHR22915	KOG2495	1.6.99.3	K03885	AT4G21490.1	NDB3	NAD(P)H dehydrogenase B3
GSVIVT01030008001	PF07992,PF00070,PF00036	PTHR22915	KOG2495	1.6.99.3	K03885	AT4G28220.1	NDB1	NAD(P)H dehydrogenase B1
GSVIVT01030009001								
GSVIVT01030010001		PTHR19241				AT3G30842.1	ATPDR10,PDR10	pleiotropic drug resistance 10
GSVIVT01030015001						AT4G28210.1	emb1923	embryo defective 1923
GSVIVT01030016001						AT5G55490.1	ATGEX1,GEX1	gamete expressed protein 1
GSVIVT01030017001	PF00295			3.2.1.67	K01213	AT3G14040.1		Pectin lyase-like superfamily protein
GSVIVT01030018001	PF00295					AT5G48140.1		Pectin lyase-like superfamily protein
GSVIVT01030019001						AT1G02790.1	PGA4	polygalacturonase 4
GSVIVT01030020001						AT1G05660.1		Pectin lyase-like superfamily protein
GSVIVT01030021001								
GSVIVT01030023001	PF00295					AT3G07820.1		Pectin lyase-like superfamily protein
GSVIVT01030024001						AT3G07850.1		Pectin lyase-like superfamily protein
GSVIVT01030026001						AT2G04842.1	EMB2761	threonyl-tRNA synthetase, putative / threonine--tRNA ligase, putative
GSVIVT01030028001		PTHR11451				AT2G04842.1	EMB2761	threonyl-tRNA synthetase, putative / threonine--tRNA ligase, putative
GSVIVT01030029001						AT5G48140.1		Pectin lyase-like superfamily protein
GSVIVT01030030001	PF00295					AT3G07820.1		Pectin lyase-like superfamily protein
GSVIVT01030031001	PF00295					AT3G07850.1		Pectin lyase-like superfamily protein
GSVIVT01030032001						AT1G78400.1		Pectin lyase-like superfamily protein
GSVIVT01030033001	PF07973,PF00587,PF03129	PTHR11451	KOG1637	6.1.1.3	K01868	AT2G04842.1	EMB2761	threonyl-tRNA synthetase, putative / threonine--tRNA ligase, putative
GSVIVT01030034001	PF08569	PTHR10182	KOG1566			AT5G47540.1		Mo25 family protein
GSVIVT01030035001	PF04526	PTHR23130	KOG4293			AT5G35735.1		Auxin-responsive family protein
GSVIVT01030037001	PF00583	PTHR13256	KOG4135			AT2G04845.1		Acyl-CoA N-acyltransferases (NAT) superfamily protein
GSVIVT01030038001	PF00168					AT2G04850.1		Auxin-responsive family protein
GSVIVT01030040001	PF00076	PTHR10432	KOG4205		K14411	AT3G07810.1		RNA-binding (RRM/RBD/RNP motifs) family protein
GSVIVT01030041001								
GSVIVT01030042001	PF00265	PTHR11441	KOG3125	2.7.1.21	K00857	AT3G07800.1		Thymidine kinase
GSVIVT01030043001	PF00651,PF03000					AT5G48130.1		Phototropic-responsive NPH3 family protein
GSVIVT01030044001	PF09751,PF00069,PF07714	PTHR13902	KOG0192			AT3G07790.1		DGCR14-related
GSVIVT01030046001	PF03106					AT4G26640.2	AtWRKY20,WRKY20	WRKY family transcription factor family protein
GSVIVT01030047001	PF03514					AT5G48150.2	PAT1	GRAS family transcription factor
GSVIVT01030048001	PF00642,PF00076	PTHR10432				AT2G05160.1		CCCH-type zinc fingerfamily protein with RNA-binding domain
GSVIVT01030049001	PF00637,PF12451	PTHR23323	KOG2114			AT2G05170.1	ATVPS11,VPS11	vacuolar protein sorting 11
GSVIVT01030050001						AT3G07760.2		Sterile alpha motif (SAM) domain-containing protein
GSVIVT01030051001	PF08801,PF03177	PTHR13405			K14300	AT2G05120.1		Nucleoporin, Nup133/Nup155-like
GSVIVT01030052001	PF00560	PTHR23258	KOG0472			AT3G28890.1	AtRLP43,RLP43	receptor like protein 43
GSVIVT01030053001	PF00504	PTHR21649				AT3G27690.1	LHCB2,LHCB2.3,LHCB2.4	photosystem II light harvesting complex gene 2.3
GSVIVT01030054001	PF01535	PTHR10483				AT5G48910.1	LPA66	Pentatricopeptide repeat (PPR) superfamily protein
GSVIVT01030055001	PF01535	PTHR10483				AT5G65560.1		Pentatricopeptide repeat (PPR) superfamily protein
GSVIVT01030056001	PF02518,PF00183	PTHR11528	KOG0019			AT3G07770.1	AtHsp90-6,AtHsp90.6,Hsp89.1	HEAT SHOCK PROTEIN 89.1
GSVIVT01030057001	PF07227,PF00628	PTHR21736				AT5G48160.2	OBE2	Protein of unknown function (DUF1423)
GSVIVT01030058001	PF03924,PF00512,PF02518,PF00072	PTHR23283	KOG0519	2.7.13.3	K14489	AT5G35750.1	AHK2,HK2	histidine kinase 2
GSVIVT01030060001	PF07983					AT5G35740.1		Carbohydrate-binding X8 domain superfamily protein
GSVIVT01030061001		PTHR11821:SF35				AT2G05230.1		DNAJ heat shock N-terminal domain-containing protein
GSVIVT01030062001	PF00560,PF00646	PTHR23258	KOG0472			AT4G20140.1	GSO1	Leucine-rich repeat transmembrane protein kinase
GSVIVT01030063001	PF00560,PF08263	PTHR23258	KOG4579			AT5G46330.1	FLS2	Leucine-rich receptor-like protein kinase family protein
GSVIVT01030064001		PTHR19446						
GSVIVT01030065001	PF08263,PF00560	PTHR23258	KOG0472			AT4G13880.1	AtRLP48,RLP48	receptor like protein 48
GSVIVT01030066001								
GSVIVT01030067001		PTHR23258				AT2G33030.1	AtRLP25,RLP25	receptor like protein 25
GSVIVT01030071001	PF00560	PTHR23258	KOG0472			AT2G15080.1	AtRLP19,RLP19	receptor like protein 19
GSVIVT01030073001	PF00332,PF07983,PF00641,PF00076	PTHR23238	KOG0533			AT5G58480.1		O-Glycosyl hydrolases family 17 protein
GSVIVT01030074001	PF03031	PTHR12210	KOG2832			AT1G55900.1	emb1860,TIM50	Haloacid dehalogenase-like hydrolase (HAD) superfamily protein
GSVIVT01030075001	PF00400					AT5G35770.1	SAP	Transducin/WD40 repeat-like superfamily protein
GSVIVT01030076001	PF04433	PTHR12374				AT4G16420.1	ADA2B,PRZ1	homolog of yeast ADA2 2B
GSVIVT01030077001	PF00569,PF00249	PTHR12374				AT4G16420.1	ADA2B,PRZ1	homolog of yeast ADA2 2B
GSVIVT01030078001	PF02458					AT5G41040.1		HXXXD-type acyl-transferase family protein
